PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2018-0135,4/13/2018,FOB - Field Operations Bureau,8th District,Narcotics,,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Poor,Foggy Condition,Hands,L1,None detected,No,White,Male,29,0,0 feet to 1 feet,Male,Black,34,Large,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2018-0139,4/7/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,29,0,15 feet to 18 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2018-0138,4/15/2018,FOB - Field Operations Bureau,5th District,K9 Section,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Canine (No Bite),L2,None detected,Yes,White,Male,50,0,1 feet to 3 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,No,Yes,,Escape,No
FTN2018-0138,4/15/2018,FOB - Field Operations Bureau,5th District,K9 Section,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,None detected,Yes,Black,Male,44,0,1 feet to 3 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,No,Yes,,Escape,No
FTN2018-0141,4/19/2018,FOB - Field Operations Bureau,5th District,5th District,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,L1,Unknown,Yes,White,Female,26,0,0 feet to 1 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0141,4/19/2018,FOB - Field Operations Bureau,5th District,5th District,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,L1,Unknown,Yes,Black,Female,50,0,0 feet to 1 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0142,4/19/2018,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Asian/Pacifi,Male,35,0,4 feet to 6 feet,Male,Black,30,Medium,> 6'3'',No,No,Yes,,Other,No
FTN2018-0142,4/19/2018,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,42,0,4 feet to 6 feet,Male,Black,30,Medium,> 6'3'',No,No,Yes,,Other,No
FTN2018-0142,4/19/2018,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,35,0,4 feet to 6 feet,Male,Black,30,Medium,> 6'3'',No,No,Yes,,Other,No
FTN2018-0124,3/23/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,40,0,7 feet to 10 feet,Female,,40,Large,5'10'' to 6'0'',No,No,Yes,,Tactical Deployments,No
FTN2018-0124,3/23/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,40,0,7 feet to 10 feet,Female,,40,Large,5'10'' to 6'0'',No,No,Yes,,Tactical Deployments,No
FTN2018-0145,4/20/2018,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,None detected,Yes,Black,Male,35,0,0 feet to 1 feet,Female,White,77,Small,5'0'' to 5'3'',Yes,No,No,,refuse verbal commands,No
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,28,0,15 feet to 18 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,34,0,15 feet to 18 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,40,0,15 feet to 18 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,32,0,15 feet to 18 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,25,0,15 feet to 18 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,40,0,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,28,0,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,32,0,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,25,0,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,34,0,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,43,0,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0149,4/22/2018,FOB - Field Operations Bureau,3rd District,Investigations,Squad 3,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Light,Firearm (Exhibited),L1,None detected,Yes,White,Male,47,0,1 feet to 3 feet,Male,Black,,Medium,5'4'' to 5'6'',No,No,No,,Weapon Exhibited,No
FTN2018-0147,4/21/2018,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 7am-3pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Hands,L1,None detected,Yes,White,Male,31,0,1 feet to 3 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,Yes,Yes,,Flight from an Officer,No
FTN2018-0150,4/22/2018,FOB - Field Operations Bureau,5th District,Narcotics,Task Force A,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,34,0,11 feet to 14 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0150,4/22/2018,FOB - Field Operations Bureau,5th District,Narcotics,Task Force A,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Asian/Pacif,Male,35,0,11 feet to 14 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0148,4/21/2018,FOB - Field Operations Bureau,4th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Alchohol,Yes,Black,Male,43,0,1 feet to 3 feet,Male,Hispanic,31,Medium,5'0'' to 5'3'',No,No,No,,refuse verbal commands,No
FTN2018-0151,4/24/2018,FOB - Field Operations Bureau,3rd District,Task Force A,Task Force A,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,39,0,4 feet to 6 feet,Male,Black,28,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2018-0129,4/9/2018,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,52,0,1 feet to 3 feet,Male,Black,42,Small,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2018-0155,4/27/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,44,0,11 feet to 14 feet,Male,Black,52,Small,5'4'' to 5'6'',No,No,Yes,,Tactical Deployments,No
FTN2018-0155,4/27/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,44,0,11 feet to 14 feet,Male,Black,55,Small,5'4'' to 5'6'',No,No,Yes,,Tactical Deployments,No
FTN2018-0155,4/27/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,44,0,11 feet to 14 feet,Female,Black,48,Small,5'4'' to 5'6'',No,No,Yes,,Tactical Deployments,No
FTN2018-0155,4/27/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,44,0,11 feet to 14 feet,Female,White,49,Small,5'4'' to 5'6'',No,No,Yes,,Tactical Deployments,No
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,25,0,15 feet to 18 feet,Male,Black,18,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,32,0,15 feet to 18 feet,Male,Black,18,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,40,0,15 feet to 18 feet,Male,Black,18,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,34,0,15 feet to 18 feet,Male,Black,18,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,28,0,15 feet to 18 feet,Male,Black,18,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,25,0,1 feet to 3 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,32,0,1 feet to 3 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,28,0,1 feet to 3 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,40,0,1 feet to 3 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,34,0,1 feet to 3 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,43,0,1 feet to 3 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,43,0,1 feet to 3 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,28,0,1 feet to 3 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,32,0,1 feet to 3 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,25,0,1 feet to 3 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,34,0,1 feet to 3 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,40,0,1 feet to 3 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,28,0,15 feet to 18 feet,Male,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,34,0,15 feet to 18 feet,Male,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,40,0,15 feet to 18 feet,Male,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,32,0,15 feet to 18 feet,Male,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,25,0,15 feet to 18 feet,Male,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,25,0,15 feet to 18 feet,Male,Black,16,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,32,0,15 feet to 18 feet,Male,Black,16,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,40,0,15 feet to 18 feet,Male,Black,16,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,34,0,15 feet to 18 feet,Male,Black,16,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,28,0,15 feet to 18 feet,Male,Black,16,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,40,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,34,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,25,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,32,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,28,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,43,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0467,12/24/2018,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,35,0,7 feet to 10 feet,Male,Black,16,Small,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,43,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,28,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,32,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,25,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,34,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0144,4/19/2018,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,40,0,1 feet to 3 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,28,0,15 feet to 18 feet,Male,Black,16,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,34,0,15 feet to 18 feet,Male,Black,16,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,40,0,15 feet to 18 feet,Male,Black,16,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,32,0,15 feet to 18 feet,Male,Black,16,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2018-0143,4/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,25,0,15 feet to 18 feet,Male,Black,16,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
